{us:gov:federal:hc}RecordID,{us:gov:federal:hc}GivenName,{us:gov:federal:hc}LastName,{us:gov:federal:hc}MiddleName,{us:gov:federal:hc}PersonTypeCode,{us:gov:federal:hc}SSN,{us:gov:federal:hc}AgySubElementCode,{us:gov:federal:hc}AgySubdivision,{us:gov:federal:hc}AnnualAdjPay,{us:gov:federal:hc}DutyStationCode,{us:gov:federal:hc}FLSA,{us:gov:federal:hc}Grade,{us:gov:federal:hc}OfficialPayDate,{us:gov:federal:hc}PPEndDate,{us:gov:federal:hc}PPNum,{us:gov:federal:hc}PPStartDate,{us:gov:federal:hc}PayPlan,{us:gov:federal:hc}PayRate,{us:gov:federal:hc}SteporRate,{us:gov:federal:hc}AddrCity,{us:gov:federal:hc}AddrLine,{us:gov:federal:hc}AddrPostalCode,{us:gov:federal:hc}AddrState,{us:gov:federal:hc}AddrType,{us:gov:federal:hc}CountryCode,{us:gov:federal:hc}GrossPPAmt,{us:gov:federal:hc}GrossPayDedPPAmt,{us:gov:federal:hc}GrossPayDedYTDAmt,{us:gov:federal:hc}GrossYTDAmt,{us:gov:federal:hc}NetPayPPAmt,{us:gov:federal:hc}NetPayYTDAmt,{us:gov:federal:hc}W4StandardDeductionIndicator,{us:gov:federal:hc}TaxWagesYTDAmt,{us:gov:federal:hc}PayCode,{us:gov:federal:hc}PayPPAmt,{us:gov:federal:hc}PayPPWrkHrs,{us:gov:federal:hc}PayYTDAmt,{us:gov:federal:hc}PayDedCode,{us:gov:federal:hc}PayDedPPAmt,{us:gov:federal:hc}PayDedYTDAmt,{us:gov:federal:hc}GovContCode,{us:gov:federal:hc}GovContPPAmt,{us:gov:federal:hc}GovContYTDAmt,{us:gov:federal:hc}AbsenceCode,{us:gov:federal:hc}LVAccrPPHrs,{us:gov:federal:hc}LVDonaPPHrs,{us:gov:federal:hc}LVPPEndBalHrs,{us:gov:federal:hc}LVUsedPPHrs,{us:gov:federal:hc}LVUsedYTDHrs,{us:gov:federal:hc}LVUseorLoseHrs,{us:gov:federal:hc}LvAnnualAccRate,{us:gov:federal:hc}Remarks,{us:gov:federal:hc}Dependents,{us:gov:federal:hc}AddTaxWithheldAmt,{us:gov:federal:hc}TaxExempt
310001015,GREYSON,ONE,NMN,02,310001015,GS28,Office of GSA IT,56853,274760053,N,09,2021-03-10,2021-02-27,202105,2021-01-31,GS,27,01,Minneapolis,2591 Main St,55408,MN,001,US,2342,962.05,1864.52,4521,1380.59,2657.32,Yes,4521,1190,412,0,4358.4,269,95,191,41,87.17,174.34,876,4,0,8,0,0,0,4,         ,,,
310001016,GREYSON,TWO,NMN,02,310001016,GS28,Office of GSA IT,101688,274760053,E,12,2021-03-10,2021-02-27,202105,2021-01-31,GS,48,08,Arlington,3174 Main St,22203,VA,001,US,4092,1789.45,3507.87,7990,2303.03,4482.21,Yes,7990,1190,738,0,7795.2,269,171,342,41,155.91,311.82,876,4,0,8,0,0,0,4,         ,1,,
310001017,GREYSON,THREE,NMN,02,310001017,GS28,Office of GSA IT,158046,120771011,E,15,2021-03-10,2021-02-27,202105,2021-01-31,GS,75,06,Lakeland,4275 Main St,33803,FL,001,US,4240,1656.94,4159.18,10299,2583.94,6140.1,Yes,10299,1190,782,0,10299.28,269,186.6,453.17,41,169.64,370.52,876,4,0,8,0,0,0,4,         ,,,
310001018,GREYSON,FOUR,NMN,02,310001018,GS28,Office of GSA IT,82447,274760053,E,12,2021-03-10,2021-02-27,202105,2021-01-31,GS,39,01,Long Beach,4148 Main St,11561,NY,001,US,3160,1816.26,3632.53,6321,1344.54,2689.07,Yes,6321,1190,598,0,6321.6,269,25.29,50.58,41,126.43,252.86,876,4,0,8,0,0,0,4,         ,2,,2
310001019,GREYSON,FIVE,NMN,02,310001019,GS28,Office of GSA IT,51526,512510059,E,07,2021-03-10,2021-02-27,202105,2021-01-31,GS,24,03,Vienna,1116 Main St,22182,VA,001,US,3939,1350.91,2204.33,5914,2588.43,3710.21,Yes,5914,1190,434,0,3950.4,269,86.91,173.82,41,79.01,158.02,876,4,0,8,0,0,0,4,         ,2,,2
310001020,GREYSON,SIX,NMN,02,310001020,GS28,Office of GSA IT,61057,240050510,N,09,2021-03-10,2021-02-27,202105,2021-01-31,GS,29,02,Gambrills,3976 Main St,21054,MD,001,US,936,456.98,456.98,936,479.34,479.34,Yes,936,1190,206,0,936.32,269,7,7,41,37.46,37.46,876,0,0,0,0,0,0,0,         ,,,
310001021,GREYSON,SEVEN,NMN,02,310001021,GS28,Office of GSA IT,72905,510468550,E,11,2021-03-10,2021-02-27,202105,2021-01-31,GS,34,05,Manassas,2185 Main St.,20109,VA,001,US,1411,462.17,462.17,1411,948.99,948.99,No,1411,1190,186,0,1397.2,269,43.31,43.31,41,55.89,55.89,876,0,0,0,0,0,0,0,         ,,,
310001022,GREYSON,EIGHT,NMN,02,310001022,GS28,Office of GSA IT,57968,512510059,E,07,2021-03-10,2021-02-27,202105,2021-01-31,GS,27,07,Washington,1302 Main St,20018,DC,001,US,2222,1015.66,2031.32,4444,1206.74,2413.48,Yes,4444,1190,488,0,4444.8,269,17,35,41,88.9,177.8,876,4,0,8,0,0,0,4,         ,,,
310001023,GREYSON,NINE,NMN,02,310001023,GS28,Office of GSA IT,58748,274760053,N,09,2021-03-10,2021-02-27,202105,2021-01-31,GS,28,02,Sterling,2755 Main St,20166,VA,001,US,6180,2241.58,2982.24,8432,3939.06,5450.4,Yes,8432,1190,426,0,4504,269,69.81,139.62,41,90.08,180.16,876,4,0,8,0,0,0,4,         ,1,,
310001024,GREYSON,TEN,NMN,02,310001024,GS28,Office of GSA IT,83628,510468550,E,11,2021-03-10,2021-02-27,202105,2021-01-31,GS,40,10,Kensigton,4429 Main St,20895,MD,001,US,6350,2052.5,3133.02,9556,4297.9,6422.98,Yes,9556,1190,427,0,6411.2,264,224,448,6,91.12,136.65,876,4,0,0,8,8,0,8,         ,,,
310001025,WAG,ONE,NMN,02,310001025,GS28,Office of GSA IT,38735,330430015,N,04,2021-03-10,2021-02-27,202105,2021-01-31,WG,18,01,Brunswick,4921 Main St,40114,ME,001,US,1484,1032.53,2065.07,2969,452.27,904.53,Yes,2969,1149,1484.8,80,2969.6,269,65.33,130.66,41,59.39,118.78,876,4,0,8,0,0,0,4,         ,2,,
310001026,WAG,TWO,NMN,02,310001026,GS28,Office of GSA IT,30992,411650051,N,01,2021-03-10,2021-02-27,202105,2021-01-31,WG,14,02,Portland,3127 Main St,97239,OR,001,US,1188,455.02,910.03,2376,732.98,1465.97,Yes,2376,1149,1188,80,2376,269,9,19,41,42.82,85.64,876,4,0,8,0,0,0,4,         ,4,,
310001027,WAG,THREE,NMN,02,310001027,GS28,Office of GSA IT,36001,510040510,N,02,2021-03-10,2021-02-27,202105,2021-01-31,WG,17,03,Manassas,1487 Main St,20109,VA,001,US,1380,553.11,1106.21,2760,826.89,1653.79,Yes,2760,1149,1380,80,2760,269,42.78,85.56,41,55.2,110.4,876,4,0,8,0,0,0,4,         ,1,,
310001028,WAG,FOUR,NMN,02,310001028,GS28,Office of GSA IT,48857,240130031,N,05,2021-03-10,2021-02-27,202105,2021-01-31,WG,23,04,Chevy Chase,4581 Main St,20815,MD,001,US,1872,828.59,1657.19,3745,1044.21,2088.41,Yes,3745,1149,1872.8,80,3745.6,269,82.4,164.8,41,74.91,149.82,876,4,0,8,0,0,0,4,         ,,,
310001029,WAG,FIVE,NMN,02,310001029,GS28,Office of GSA IT,48084,364170061,N,03,2021-03-10,2021-02-27,202105,2021-01-31,WG,23,05,New York,4617 Main St,10028,NY,001,US,1843,846.34,1692.69,3686,996.86,1993.71,Yes,3686,1149,1843.2,80,3686.4,269,14,29,41,73.73,147.46,876,4,0,8,0,0,0,4,         ,1,,
310001030,WILI,ONE,NMN,02,310001030,GS28,Office of GSA IT,29948,221690071,N,03,2021-03-10,2021-02-27,202105,2021-01-31,WL,14,01,New Orleans,3505 Main St,70130,LA,001,US,1148,459.66,919.32,2296,688.34,1376.68,Yes,2296,1149,1148,80,2296,269,9,18,41,45.92,91.84,876,4,0,8,0,0,0,4,         ,,,
310001031,WILL,TWO,NMN,02,310001031,GS28,Office of GSA IT,37169,122950057,N,04,2021-03-10,2021-02-27,202105,2021-01-31,WL,17,02,Tampa,1576 Main St,33602,FL,001,US,1424,518.03,1036.07,2849,906.77,1813.53,Yes,2849,1149,1424.8,80,2849.6,269,62.69,125.38,41,56.99,113.98,876,4,0,8,0,0,0,4,         ,,,
310001032,WILL,THREE,NMN,02,310001032,GS28,Office of GSA IT,30658,122950057,N,02,2021-03-10,2021-02-27,202105,2021-01-31,WL,14,03,McLean,4271 Main St,22101,VA,001,US,1175,400.09,800.17,2350,775.11,1550.23,Yes,2350,1149,1175.2,80,2350.4,269,51.71,103.42,41,46.63,93.26,876,4,0,8,0,0,0,4,         ,1,,
310001033,WILL,FOUR,NMN,02,310001033,GS28,Office of GSA IT,27694,121510031,N,01,2021-03-10,2021-02-27,202105,2021-01-31,WL,13,04,Montgomery,4075 Main St,36106,AL,001,US,1061,416.69,833.38,2123,644.91,1289.82,Yes,2123,1149,1061.6,80,2123.2,269,8,16,41,42.47,84.94,876,4,0,8,0,0,0,4,         ,1,,
310001034,WILL,FIVE,NMN,02,310001034,GS28,Office of GSA IT,55744,511001059,N,05,2021-03-10,2021-02-27,202105,2021-01-31,WL,26,05,Charleston,1780 Main Street,29412,SC,001,US,2136,1021.98,2043.96,4273,1114.82,2229.64,Yes,4273,1149,2136.8,80,4273.6,269,17,34,41,68.05,136.1,876,4,0,8,0,0,0,4,         ,3,,
310001035,WES,ONE,NMN,02,310001035,GS28,Office of GSA IT,42366,221690071,N,03,2021-03-10,2021-02-27,202105,2021-01-31,WS,20,01,New Orleans,3644 Main St,70130,LA,001,US,1624,762.01,1524.02,3248,861.99,1723.98,Yes,3248,1149,1624,80,3248,264,113,227,6,21.35,42.7,876,4,0,8,0,0,0,8,         ,,,
310001036,WES,TWO,NMN,02,310001036,GS28,Office of GSA IT,66575,340480005,N,05,2021-03-10,2021-02-27,202105,2021-01-31,WS,31,02,Atlantic City,1827 Main St,84019,NJ,001,US,1531,594.79,1324.93,3572,936.41,2247.87,No,3572,1149,1531.2,48,3572.8,269,12,28,41,61.25,142.92,876,2,0,5,0,0,0,2,         ,,,
310001037,WES,THREE,NMN,02,310001037,GS28,Office of GSA IT,58666,340480005,N,01,2021-03-10,2021-02-27,202105,2021-01-31,WS,28,03,Newark,4880 Main St,19702,DE,001,US,2248,1114.45,2189.91,4497,1134.35,2307.69,Yes,4497,1149,2248.8,80,4497.6,269,98,197,41,83.73,133.73,876,4,0,8,0,0,0,4,         ,2,,
310001038,WES,FOUR,NMN,02,310001038,GS28,Office of GSA IT,58436,510100013,N,02,2021-03-10,2021-02-27,202105,2021-01-31,WS,28,04,Arlington,2039 Main St,22203,VA,001,US,2240,1183.47,2366.93,4480,1056.53,2113.07,Yes,4480,1149,2240,80,4480,269,69.44,138.88,41,89.6,179.2,876,4,0,8,0,0,0,4,         ,1,,
310001039,WES,FIVE,NMN,02,310001039,GS28,Office of GSA IT,60210,470400065,N,04,2021-03-10,2021-02-27,202105,2021-01-31,WS,28,05,Johnson City,2039 Main St,37601,TN,001,US,2308,969.32,1788.64,4616,1338.68,2827.36,Yes,4616,1149,2308,80,4616,269,18.46,36.92,41,92.32,184.64,876,4,0,8,0,0,0,4,         ,,,
310001040,CARL,ONE,NMN,02,310001040,GS28,Office of GSA IT,183300,180380105,E,01,2021-03-10,2021-02-27,202105,2021-01-31,CA,87,00,Colorado Spring,2781 Main St,80904,CO,001,US,7026,3249.05,6498.09,14052,3777.35,7554.71,Yes,14052,1190,413,0,14052.8,269,309,618,41,265.4,530.8,876,4,0,8,0,0,0,4,         ,1,,
310001041,CARL,TWO,NMN,02,310001041,GS28,Office of GSA IT,183300,180380105,E,01,2021-03-10,2021-02-27,202105,2021-01-31,CA,87,00,Houston,2432 Main St,77056,TX,001,US,7026,2539.2,5078.4,14052,4487.2,8974.4,Yes,14052,1190,413,0,14052.8,269,217,435,41,100,200,876,4,0,8,0,0,0,4,         ,2,,2
310001042,CARL,THREE,NMN,02,310001042,GS28,Office of GSA IT,183300,180380105,E,01,2021-03-10,2021-02-27,202105,2021-01-31,CA,87,00,Paducah,4986 Main St,42001,KY,001,US,7026,2833.98,5667.97,14052,4192.42,8384.83,Yes,14052,1190,413,0,14052.8,269,309.16,618.32,41,255.4,510.8,876,4,0,8,0,0,0,4,         ,2,,
310001043,CARL,FOUR,NMN,02,310001043,GS28,Office of GSA IT,183300,180380105,E,01,2021-03-10,2021-02-27,202105,2021-01-31,CA,87,00,Kansas City,1759 Main St,64118,MO,001,US,7026,2866.8,5733.6,14052,4159.6,8319.2,Yes,14052,1190,413,0,14052.8,269,56.21,112.42,41,100,200,876,4,0,8,0,0,0,4,         ,,,
310001044,CARL,FIVE,NMN,02,310001044,GS28,Office of GSA IT,183300,180380105,E,01,2021-03-10,2021-02-27,202105,2021-01-31,CA,87,00,Oregon City,3203 Main St,97045,OR,001,US,7026,3102.33,6204.65,14052,3924.07,7848.15,Yes,14052,1190,413,0,14052.8,269,217.82,435.64,41,200,400,876,4,0,8,0,0,0,4,         ,,,
310001045,EDWARD,ONE,NMN,02,310001045,GS28,Office of GSA IT,124990,540480039,E,00,2021-03-10,2021-02-27,202105,2021-01-31,ED,59,00,Charleston,1305 Main St,25301,WV,001,US,4791,1968.36,3936.71,9582,2822.84,5645.69,Yes,9582,1149,4791.2,80,9582.4,269,210.81,421.62,41,191.65,383.3,876,4,0,8,0,0,0,4,         ,,,
310001046,EDWARD,TWO,NMN,02,310001046,GS28,Office of GSA IT,98006,540480039,E,00,2021-03-10,2021-02-27,202105,2021-01-31,ED,46,00,Newark,2621 Main St,19711,DE,001,US,3756,2323.45,4646.91,7513,1433.35,2866.69,Yes,7513,1149,3756.8,80,7513.6,269,116,232,41,150.27,300.54,876,4,0,8,0,0,0,4,         ,1,,
310001047,EDWARD,THREE,NMN,02,310001047,GS28,Office of GSA IT,100990,540480039,E,00,2021-03-10,2021-02-27,202105,2021-01-31,ED,48,00,Columbia,1098 Main St,21045,MD,001,US,3871,1341.38,2682.74,7742,2529.82,5059.66,Yes,7742,1149,3871.2,80,7742.4,269,30,61,41,100,200,876,4,0,8,0,0,0,4,         ,2,,
310001048,EDWARD,FOUR,NMN,02,310001048,GS28,Office of GSA IT,135008,540480039,E,00,2021-03-10,2021-02-27,202105,2021-01-31,ED,64,00,Washington,4902 Main St,20007,DC,001,US,5175,1645.76,3291.52,10350,3529.44,7058.88,Yes,10350,1149,5175.2,80,10350.4,264,362.26,724.52,6,72.25,144.5,876,4,0,8,0,0,0,8,         ,4,,4
310001049,EDWARD,FIVE,NMN,02,310001049,GS28,Office of GSA IT,89991,540480039,E,00,2021-03-10,2021-02-27,202105,2021-01-31,ED,43,00,London,4443 Main St,40741,KY,001,US,3449,1003.17,2006.34,6899,2446.43,4892.86,No,6899,1149,3449.6,80,6899.2,269,27,55,41,111.75,223.5,876,4,0,8,0,0,0,4,         ,3,,
310001050,GLADYS,ONE,NMN,02,310001050,GS28,Office of GSA IT,82425,511011059,E,10,2021-03-10,2021-02-27,202105,2021-01-31,GL,39,08,Alexandria,4541 Main St,22314,VA,001,US,3159,1449.31,2898.61,6318,1709.89,3419.79,Yes,6318,1190,695,0,6318.4,269,139,278,41,117.39,234.78,876,4,0,8,0,0,0,4,         ,,,
310001051,GLADYS,TWO,NMN,02,310001051,GS28,Office of GSA IT,53345,182210097,E,08,2021-03-10,2021-02-27,202105,2021-01-31,GL,25,02,Indianapolis,4840 Main St,46278,IN,001,US,2044,1098.42,2196.83,4089,946.38,1892.77,Yes,4089,1190,285,0,4089.6,269,63,126,41,81.79,163.58,876,4,0,8,0,0,0,4,         ,2,,
310001052,GLADYS,THREE,NMN,02,310001052,GS28,Office of GSA IT,37248,462450099,E,03,2021-03-10,2021-02-27,202105,2021-01-31,GL,17,05,Sioux Falls,2629 Main St,57106,SD,001,US,1428,542.18,1084.36,2856,885.82,1771.64,Yes,2856,1190,190,0,2856,269,11,22,41,57.12,114.24,876,4,0,8,0,0,0,4,         ,,,
310001053,GLADYS,FOUR,NMN,02,310001053,GS28,Office of GSA IT,45617,310510109,E,05,2021-03-10,2021-02-27,202105,2021-01-31,GL,21,03,Kearney,4395 Main St,68845,NE,001,US,1748,854.19,1708.38,3497,894.61,1789.22,Yes,3497,1190,232,0,3497.6,269,76,153,41,69.95,139.9,876,4,0,8,0,0,0,4,         ,,,
310001054,GLADYS,FIVE,NMN,02,310001054,GS28,Office of GSA IT,78782,110010001,E,09,2021-03-10,2021-02-27,202105,2021-01-31,GL,37,10,Washington,4716 Main St,20018,DC,001,US,3020,1158.47,2316.95,6040,1861.53,3723.05,Yes,6040,1190,664,0,6040,269,132.88,265.76,41,65,130,876,4,0,8,0,0,0,4,         ,2,,
310001055,GRAHAM,ONE,NMN,02,310001055,GS28,Office of GSA IT,98655,553100079,E,13,2021-03-10,2021-02-27,202105,2021-01-31,GM,47,00,Burlington,3229 Main St,53105,WI,001,US,3781,1453.17,2906.33,7563,2328.43,4656.87,Yes,7563,1190,633,0,7563.2,269,30.25,60.5,41,151.27,302.54,876,4,0,8,0,0,0,8,         ,1,,1
310001056,GRAHAM,TWO,NMN,02,310001056,GS28,Office of GSA IT,145832,320120003,E,15,2021-03-10,2021-02-27,202105,2021-01-31,GM,69,00,Las Vegas,4148 Main St,89147,NV,001,US,5590,1604.82,3209.65,11180,3985.58,7971.15,Yes,11180,1190,791,0,11180.8,269,44,89,41,223.62,447.24,876,4,0,8,0,0,0,8,         ,2,,2
310001057,GRAHAM,THREE,NMN,02,310001057,GS28,Office of GSA IT,115563,510468550,E,14,2021-03-10,2021-02-27,202105,2021-01-31,GM,55,00,Vienna,1031 Main Street,22182,VA,001,US,4429,1715.33,3430.66,8859,2714.27,5428.54,Yes,8859,1190,590,0,8859.2,269,35,70,41,50,100,876,4,0,8,0,0,0,8,         ,,,
310001058,GRAHAM,FOUR,NMN,02,310001058,GS28,Office of GSA IT,154410,320120003,E,15,2021-03-10,2021-02-27,202105,2021-01-31,GM,73,00,Oregon City,2556 Main St,97045,OR,001,US,5919,1714.77,3429.55,11838,4204.43,8408.85,No,11838,1190,837,0,11838.4,269,47.35,94.7,41,90,180,876,4,0,8,0,0,0,8,         ,,,
310001059,GRAHAM,FIVE,NMN,02,310001059,GS28,Office of GSA IT,108203,553100079,E,13,2021-03-10,2021-02-27,202105,2021-01-31,GM,51,00,North Bethesda,3028 Main St,20852,MD,001,US,4148,1709.25,3418.52,8296,2438.75,4877.48,Yes,8296,1190,695,0,8296,269,33.18,66.36,41,30,60,876,4,0,8,0,0,0,8,         ,2,,2
310001060,SLADE,ONE,NMN,02,310001060,GS28,Office of GSA IT,135000,425010041,E,16,2021-03-10,2021-02-27,202105,2021-01-31,SL,64,00,Springfield,2323 Main St,22150,VA,001,US,5175,1900.8,3801.6,10350,3274.4,6548.8,Yes,10350,1149,5175.2,80,10350.4,269,160,320,41,50,100,876,4,0,8,0,0,0,8,         ,1,,
310001061,SLADE,TWO,NMN,02,310001061,GS28,Office of GSA IT,145000,425010041,E,16,2021-03-10,2021-02-27,202105,2021-01-31,SL,69,00,Mechanicsburg,1038 Main St,17050,PA,001,US,5558,2407.15,4814.32,11116,3151.25,6302.48,Yes,11116,1149,5558.4,80,11116.8,269,244.57,489.14,41,60,120,876,4,0,8,0,0,0,8,         ,,,
310001062,SLADE,THREE,NMN,02,310001062,GS28,Office of GSA IT,140000,274760053,E,17,2021-03-10,2021-02-27,202105,2021-01-31,SL,67,00,Jonesboro,3684 Main St,72401,AR,001,US,5366,2194.55,4389.1,10732,3171.85,6343.7,Yes,10732,1149,5366.4,80,10732.8,269,42,85,41,100,200,876,4,0,8,0,0,0,8,         ,,,
