{us:gov:federal:hc}RecordID,{us:gov:federal:hc}GivenName,{us:gov:federal:hc}LastName,{us:gov:federal:hc}MiddleName,{us:gov:federal:hc}PersonTypeCode,{us:gov:federal:hc}SSN,{us:gov:federal:hc}AgySubElementCode,{us:gov:federal:hc}AgySubdivision,{us:gov:federal:hc}AnnualAdjPay,{us:gov:federal:hc}DutyStationCode,{us:gov:federal:hc}FLSA,{us:gov:federal:hc}Grade,{us:gov:federal:hc}OfficialPayDate,{us:gov:federal:hc}PPEndDate,{us:gov:federal:hc}PPNum,{us:gov:federal:hc}PPStartDate,{us:gov:federal:hc}PayPlan,{us:gov:federal:hc}PayRate,{us:gov:federal:hc}SteporRate,{us:gov:federal:hc}AddrCity,{us:gov:federal:hc}AddrLine,{us:gov:federal:hc}AddrPostalCode,{us:gov:federal:hc}AddrState,{us:gov:federal:hc}AddrType,{us:gov:federal:hc}CountryCode,{us:gov:federal:hc}GrossPPAmt,{us:gov:federal:hc}GrossPayDedPPAmt,{us:gov:federal:hc}GrossPayDedYTDAmt,{us:gov:federal:hc}GrossYTDAmt,{us:gov:federal:hc}NetPayPPAmt,{us:gov:federal:hc}NetPayYTDAmt,{us:gov:federal:hc}W4StandardDeductionIndicator,{us:gov:federal:hc}TaxWagesYTDAmt,{us:gov:federal:hc}PayCode,{us:gov:federal:hc}PayPPAmt,{us:gov:federal:hc}PayPPWrkHrs,{us:gov:federal:hc}PayYTDAmt,{us:gov:federal:hc}PayDedCode,{us:gov:federal:hc}PayDedPPAmt,{us:gov:federal:hc}PayDedYTDAmt,{us:gov:federal:hc}GovContCode,{us:gov:federal:hc}GovContPPAmt,{us:gov:federal:hc}GovContYTDAmt,{us:gov:federal:hc}AbsenceCode,{us:gov:federal:hc}LVAccrPPHrs,{us:gov:federal:hc}LVDonaPPHrs,{us:gov:federal:hc}LVPPEndBalHrs,{us:gov:federal:hc}LVUsedPPHrs,{us:gov:federal:hc}LVUsedYTDHrs,{us:gov:federal:hc}LVUseorLoseHrs,{us:gov:federal:hc}LvAnnualAccRate,{us:gov:federal:hc}Remarks,{us:gov:federal:hc}Dependents,{us:gov:federal:hc}AddTaxWithheldAmt,{us:gov:federal:hc}TaxExempt
310001010,EXAVIER,ONE,NMN,02,310001010,GS28,Office of GSA IT,199300,240030003,E,02,2021-02-24,2021-02-13,202104,2021-01-31,EX,95,00,Acosta,1176 Main St,15501,PA,001,US,7640,3106.04,3106.04,7640,4533.96,4533.96,No,7640,1149,7640,80,7640,269,336.16,336.16,41,180,180,876,0,0,0,0,0,0,0,         ,2,,
310001011,EXAVIER,TWO,NMN,02,310001011,GS28,Office of GSA IT,183300,240030003,E,03,2021-02-24,2021-02-13,202104,2021-01-31,EX,87,00,Annapolis,3968 Main St,21401,MD,001,US,7026,2838.43,2838.43,7026,4187.97,4187.97,Yes,7026,1149,7026.4,80,7026.4,269,56,56,41,200,200,876,0,0,0,0,0,0,0,         ,1,,
310001012,EXAVIER,THREE,NMN,02,310001012,GS28,Office of GSA IT,172500,510100013,E,04,2021-02-24,2021-02-13,202104,2021-01-31,EX,82,00,Arlington,3761 Main St,22203,VA,001,US,6612,2867.21,2867.21,6612,3744.79,3744.79,Yes,6612,1149,6612,80,6612,269,290,290,41,264.48,264.48,876,0,0,0,0,0,0,0,         ,3,,
310001013,EXAVIER,FOUR,NMN,02,310001013,GS28,Office of GSA IT,116999,426540101,N,14,2021-02-24,2021-02-13,202104,2021-01-31,GS,56,01,Millville,3127 Main St,19967,DE,001,US,4484,1738.65,1738.65,4484,2746.15,2746.15,Yes,4484,1190,884,0,4484.8,269,197,197,41,179.39,179.39,876,4,0,4,0,0,0,4,         ,4,,4
310001014,EXAVIER,FIVE,NMN,02,310001014,GS28,Office of GSA IT,161700,540170081,E,05,2021-02-24,2021-02-13,202104,2021-01-31,EX,77,00,South Charleston,1384 Main St,25309,WV,001,US,6198,2803.08,2803.08,6198,3395.32,3395.32,Yes,6198,1149,6198.4,80,6198.4,269,49.59,49.59,41,247.94,247.94,876,0,0,0,0,0,0,0,         ,,,
310001015,GREYSON,ONE,NMN,02,310001015,GS28,Office of GSA IT,56853,274760053,N,09,2021-02-24,2021-02-13,202104,2021-01-31,GS,27,01,Minneapolis,2591 Main St,55408,MN,001,US,2179,902.47,902.47,2179,1276.73,1276.73,Yes,2179,1190,412,0,2179.2,269,95,95,41,87.17,87.17,876,4,0,4,0,0,0,4,         ,,,
310001016,GREYSON,TWO,NMN,02,310001016,GS28,Office of GSA IT,101688,274760053,E,12,2021-02-24,2021-02-13,202104,2021-01-31,GS,48,08,Arlington,3174 Main St,22203,VA,001,US,3897,1718.42,1718.42,3897,2179.18,2179.18,Yes,3897,1190,738,0,3897.6,269,171,171,41,155.91,155.91,876,4,0,4,0,0,0,4,         ,1,,
310001017,GREYSON,THREE,NMN,02,310001017,GS28,Office of GSA IT,158046,120771011,E,15,2021-02-24,2021-02-13,202104,2021-01-31,GS,75,06,Lakeland,4275 Main St,33803,FL,001,US,6058,2502.24,2502.24,6058,3556.16,3556.16,Yes,6058,1190,1118,0,6058.4,269,266.57,266.57,41,200.88,200.88,876,4,0,4,0,0,0,4,         ,,,
310001018,GREYSON,FOUR,NMN,02,310001018,GS28,Office of GSA IT,82447,274760053,E,12,2021-02-24,2021-02-13,202104,2021-01-31,GS,39,01,Long Beach,4148 Main St,11561,NY,001,US,3160,1816.27,1816.27,3160,1344.53,1344.53,Yes,3160,1190,598,0,3160.8,269,25.29,25.29,41,126.43,126.43,876,4,0,4,0,0,0,4,         ,2,,2
310001019,GREYSON,FIVE,NMN,02,310001019,GS28,Office of GSA IT,51526,512510059,E,07,2021-02-24,2021-02-13,202104,2021-01-31,GS,24,03,Vienna,1116 Main St,22182,VA,001,US,1975,853.42,853.42,1975,1121.78,1121.78,Yes,1975,1190,434,0,1975.2,269,86.91,86.91,41,79.01,79.01,876,4,0,4,0,0,0,4,         ,2,,2
310001022,GREYSON,EIGHT,NMN,02,310001022,GS28,Office of GSA IT,57968,512510059,E,07,2021-02-24,2021-02-13,202104,2021-01-31,GS,27,07,Washington,1302 Main St,20018,DC,001,US,2222,1015.66,1015.66,2222,1206.74,1206.74,Yes,2222,1190,488,0,2222.4,269,17,17,41,88.9,88.9,876,4,0,4,0,0,0,4,         ,,,
310001023,GREYSON,NINE,NMN,02,310001023,GS28,Office of GSA IT,58748,274760053,N,09,2021-02-24,2021-02-13,202104,2021-01-31,GS,28,02,Sterling,2755 Main St,20166,VA,001,US,2252,740.66,740.66,2252,1511.34,1511.34,Yes,2252,1190,426,0,2252,269,69.81,69.81,41,90.08,90.08,876,4,0,4,0,0,0,4,         ,1,,
310001024,GREYSON,TEN,NMN,02,310001024,GS28,Office of GSA IT,83628,510468550,E,11,2021-02-24,2021-02-13,202104,2021-01-31,GS,40,10,Kensigton,4429 Main St,20895,MD,001,US,3205,1080.52,1080.52,3205,2125.08,2125.08,Yes,3205,1190,427,0,3205.6,264,224,224,6,45.53,45.53,876,4,0,4,0,0,0,8,         ,,,
310001025,WAG,ONE,NMN,02,310001025,GS28,Office of GSA IT,38735,330430015,N,04,2021-02-24,2021-02-13,202104,2021-01-31,WG,18,01,Brunswick,4921 Main St,40114,ME,001,US,1484,1032.54,1032.54,1484,452.26,452.26,Yes,1484,1149,1484.8,80,1484.8,269,65.33,65.33,41,59.39,59.39,876,4,0,4,0,0,0,4,         ,2,,
310001026,WAG,TWO,NMN,02,310001026,GS28,Office of GSA IT,30992,411650051,N,01,2021-02-24,2021-02-13,202104,2021-01-31,WG,14,02,Portland,3127 Main St,97239,OR,001,US,1188,455.01,455.01,1188,732.99,732.99,Yes,1188,1149,1188,80,1188,269,9,9,41,42.82,42.82,876,4,0,4,0,0,0,4,         ,4,,
310001027,WAG,THREE,NMN,02,310001027,GS28,Office of GSA IT,36001,510040510,N,02,2021-02-24,2021-02-13,202104,2021-01-31,WG,17,03,Manassas,1487 Main St,20109,VA,001,US,1380,553.1,553.1,1380,826.9,826.9,Yes,1380,1149,1380,80,1380,269,42.78,42.78,41,55.2,55.2,876,4,0,4,0,0,0,4,         ,1,,
310001028,WAG,FOUR,NMN,02,310001028,GS28,Office of GSA IT,48857,240130031,N,05,2021-02-24,2021-02-13,202104,2021-01-31,WG,23,04,Chevy Chase,4581 Main St,20815,MD,001,US,1872,828.6,828.6,1872,1044.2,1044.2,Yes,1872,1149,1872.8,80,1872.8,269,82.4,82.4,41,74.91,74.91,876,4,0,4,0,0,0,4,         ,,,
310001029,WAG,FIVE,NMN,02,310001029,GS28,Office of GSA IT,48084,364170061,N,03,2021-02-24,2021-02-13,202104,2021-01-31,WG,23,05,New York,4617 Main St,10028,NY,001,US,1843,846.35,846.35,1843,996.85,996.85,Yes,1843,1149,1843.2,80,1843.2,269,14,14,41,73.73,73.73,876,4,0,4,0,0,0,4,         ,1,,
310001030,WILI,ONE,NMN,02,310001030,GS28,Office of GSA IT,29948,221690071,N,03,2021-02-24,2021-02-13,202104,2021-01-31,WL,14,01,New Orleans,3505 Main St,70130,LA,001,US,1148,459.66,459.66,1148,688.34,688.34,Yes,1148,1149,1148,80,1148,269,9,9,41,45.92,45.92,876,4,0,4,0,0,0,4,         ,,,
310001031,WILL,TWO,NMN,02,310001031,GS28,Office of GSA IT,37169,122950057,N,04,2021-02-24,2021-02-13,202104,2021-01-31,WL,17,02,Tampa,1576 Main St,33602,FL,001,US,1424,518.04,518.04,1424,906.76,906.76,Yes,1424,1149,1424.8,80,1424.8,269,62.69,62.69,41,56.99,56.99,876,4,0,4,0,0,0,4,         ,,,
310001032,WILL,THREE,NMN,02,310001032,GS28,Office of GSA IT,30658,122950057,N,02,2021-02-24,2021-02-13,202104,2021-01-31,WL,14,03,McLean,4271 Main St,22101,VA,001,US,1175,400.08,400.08,1175,775.12,775.12,Yes,1175,1149,1175.2,80,1175.2,269,51.71,51.71,41,46.63,46.63,876,4,0,4,0,0,0,4,         ,1,,
310001033,WILL,FOUR,NMN,02,310001033,GS28,Office of GSA IT,27694,121510031,N,01,2021-02-24,2021-02-13,202104,2021-01-31,WL,13,04,Montgomery,4075 Main St,36106,AL,001,US,1061,416.69,416.69,1061,644.91,644.91,Yes,1061,1149,1061.6,80,1061.6,269,8,8,41,42.47,42.47,876,4,0,4,0,0,0,4,         ,1,,
310001034,WILL,FIVE,NMN,02,310001034,GS28,Office of GSA IT,55744,511001059,N,05,2021-02-24,2021-02-13,202104,2021-01-31,WL,26,05,Charleston,1780 Main Street,29412,SC,001,US,2136,1021.98,1021.98,2136,1114.82,1114.82,Yes,2136,1149,2136.8,80,2136.8,269,17,17,41,68.05,68.05,876,4,0,4,0,0,0,4,         ,3,,
310001035,WES,ONE,NMN,02,310001035,GS28,Office of GSA IT,42366,221690071,N,03,2021-02-24,2021-02-13,202104,2021-01-31,WS,20,01,New Orleans,3644 Main St,70130,LA,001,US,1624,762.01,762.01,1624,861.99,861.99,Yes,1624,1149,1624,80,1624,264,113,113,6,21.35,21.35,876,4,0,4,0,0,0,8,         ,,,
310001036,WES,TWO,NMN,02,310001036,GS28,Office of GSA IT,66575,340480005,N,05,2021-02-24,2021-02-13,202104,2021-01-31,WS,31,02,Atlantic City,1827 Main St,84019,NJ,001,US,2041,730.14,730.14,2041,1311.46,1311.46,No,2041,1149,2041.6,64,2041.6,269,16,16,41,81.67,81.67,876,3,0,3,0,0,0,3,         ,,,
310001037,WES,THREE,NMN,02,310001037,GS28,Office of GSA IT,58666,340480005,N,01,2021-02-24,2021-02-13,202104,2021-01-31,WS,28,03,Newark,4880 Main St,19702,DE,001,US,2248,1075.46,1075.46,2248,1173.34,1173.34,Yes,2248,1149,2248.8,80,2248.8,269,98,98,41,50,50,876,4,0,4,0,0,0,4,         ,2,,
310001038,WES,FOUR,NMN,02,310001038,GS28,Office of GSA IT,58436,510100013,N,02,2021-02-24,2021-02-13,202104,2021-01-31,WS,28,04,Arlington,2039 Main St,22203,VA,001,US,2240,1183.46,1183.46,2240,1056.54,1056.54,Yes,2240,1149,2240,80,2240,269,69.44,69.44,41,89.6,89.6,876,4,0,4,0,0,0,4,         ,1,,
310001039,WES,FIVE,NMN,02,310001039,GS28,Office of GSA IT,60210,470400065,N,04,2021-02-24,2021-02-13,202104,2021-01-31,WS,28,05,Johnson City,2039 Main St,37601,TN,001,US,2308,819.32,819.32,2308,1488.68,1488.68,Yes,2308,1149,2308,80,2308,269,18.46,18.46,41,92.32,92.32,876,4,0,4,0,0,0,4,         ,,,
310001040,CARL,ONE,NMN,02,310001040,GS28,Office of GSA IT,183300,180380105,E,01,2021-02-24,2021-02-13,202104,2021-01-31,CA,87,00,Colorado Spring,2781 Main St,80904,CO,001,US,7026,3249.04,3249.04,7026,3777.36,3777.36,Yes,7026,1190,413,0,7026.4,269,309,309,41,265.4,265.4,876,4,0,4,0,0,0,4,         ,1,,
310001041,CARL,TWO,NMN,02,310001041,GS28,Office of GSA IT,183300,180380105,E,01,2021-02-24,2021-02-13,202104,2021-01-31,CA,87,00,Houston,2432 Main St,77056,TX,001,US,7026,2539.2,2539.2,7026,4487.2,4487.2,Yes,7026,1190,413,0,7026.4,269,217,217,41,100,100,876,4,0,4,0,0,0,4,         ,2,,2
310001042,CARL,THREE,NMN,02,310001042,GS28,Office of GSA IT,183300,180380105,E,01,2021-02-24,2021-02-13,202104,2021-01-31,CA,87,00,Paducah,4986 Main St,42001,KY,001,US,7026,2833.99,2833.99,7026,4192.41,4192.41,Yes,7026,1190,413,0,7026.4,269,309.16,309.16,41,255.4,255.4,876,4,0,4,0,0,0,4,         ,2,,
310001043,CARL,FOUR,NMN,02,310001043,GS28,Office of GSA IT,183300,180380105,E,01,2021-02-24,2021-02-13,202104,2021-01-31,CA,87,00,Kansas City,1759 Main St,64118,MO,001,US,7026,2866.8,2866.8,7026,4159.6,4159.6,Yes,7026,1190,413,0,7026.4,269,56.21,56.21,41,100,100,876,4,0,4,0,0,0,4,         ,,,
310001044,CARL,FIVE,NMN,02,310001044,GS28,Office of GSA IT,183300,180380105,E,01,2021-02-24,2021-02-13,202104,2021-01-31,CA,87,00,Oregon City,3203 Main St,97045,OR,001,US,7026,3102.32,3102.32,7026,3924.08,3924.08,Yes,7026,1190,413,0,7026.4,269,217.82,217.82,41,200,200,876,4,0,4,0,0,0,4,         ,,,
310001045,EDWARD,ONE,NMN,02,310001045,GS28,Office of GSA IT,124990,540480039,E,00,2021-02-24,2021-02-13,202104,2021-01-31,ED,59,00,Charleston,1305 Main St,25301,WV,001,US,4791,1968.35,1968.35,4791,2822.85,2822.85,Yes,4791,1149,4791.2,80,4791.2,269,210.81,210.81,41,191.65,191.65,876,4,0,4,0,0,0,4,         ,,,
310001046,EDWARD,TWO,NMN,02,310001046,GS28,Office of GSA IT,98006,540480039,E,00,2021-02-24,2021-02-13,202104,2021-01-31,ED,46,00,Newark,2621 Main St,19711,DE,001,US,3756,2323.46,2323.46,3756,1433.34,1433.34,Yes,3756,1149,3756.8,80,3756.8,269,116,116,41,150.27,150.27,876,4,0,4,0,0,0,4,         ,1,,
310001047,EDWARD,THREE,NMN,02,310001047,GS28,Office of GSA IT,100990,540480039,E,00,2021-02-24,2021-02-13,202104,2021-01-31,ED,48,00,Columbia,1098 Main St,21045,MD,001,US,3871,1341.36,1341.36,3871,2529.84,2529.84,Yes,3871,1149,3871.2,80,3871.2,269,30,30,41,100,100,876,4,0,4,0,0,0,4,         ,2,,
310001048,EDWARD,FOUR,NMN,02,310001048,GS28,Office of GSA IT,135008,540480039,E,00,2021-02-24,2021-02-13,202104,2021-01-31,ED,64,00,Washington,4902 Main St,20007,DC,001,US,5175,1645.76,1645.76,5175,3529.44,3529.44,Yes,5175,1149,5175.2,80,5175.2,264,362.26,362.26,6,72.25,72.25,876,4,0,4,0,0,0,8,         ,4,,4
310001049,EDWARD,FIVE,NMN,02,310001049,GS28,Office of GSA IT,89991,540480039,E,00,2021-02-24,2021-02-13,202104,2021-01-31,ED,43,00,London,4443 Main St,40741,KY,001,US,3449,1003.17,1003.17,3449,2446.43,2446.43,No,3449,1149,3449.6,80,3449.6,269,27,27,41,111.75,111.75,876,4,0,4,0,0,0,4,         ,3,,
310001050,GLADYS,ONE,NMN,02,310001050,GS28,Office of GSA IT,82425,511011059,E,10,2021-02-24,2021-02-13,202104,2021-01-31,GL,39,08,Alexandria,4541 Main St,22314,VA,001,US,3159,1449.3,1449.3,3159,1709.9,1709.9,Yes,3159,1190,695,0,3159.2,269,139,139,41,117.39,117.39,876,4,0,4,0,0,0,4,         ,,,
310001051,GLADYS,TWO,NMN,02,310001051,GS28,Office of GSA IT,53345,182210097,E,08,2021-02-24,2021-02-13,202104,2021-01-31,GL,25,02,Indianapolis,4840 Main St,46278,IN,001,US,2044,1098.41,1098.41,2044,946.39,946.39,Yes,2044,1190,285,0,2044.8,269,63,63,41,81.79,81.79,876,4,0,4,0,0,0,4,         ,2,,
310001052,GLADYS,THREE,NMN,02,310001052,GS28,Office of GSA IT,37248,462450099,E,03,2021-02-24,2021-02-13,202104,2021-01-31,GL,17,05,Sioux Falls,2629 Main St,57106,SD,001,US,1428,542.18,542.18,1428,885.82,885.82,Yes,1428,1190,190,0,1428,269,11,11,41,57.12,57.12,876,4,0,4,0,0,0,4,         ,,,
310001053,GLADYS,FOUR,NMN,02,310001053,GS28,Office of GSA IT,45617,310510109,E,05,2021-02-24,2021-02-13,202104,2021-01-31,GL,21,03,Kearney,4395 Main St,68845,NE,001,US,1748,854.19,854.19,1748,894.61,894.61,Yes,1748,1190,232,0,1748.8,269,76,76,41,69.95,69.95,876,4,0,4,0,0,0,4,         ,,,
310001054,GLADYS,FIVE,NMN,02,310001054,GS28,Office of GSA IT,78782,110010001,E,09,2021-02-24,2021-02-13,202104,2021-01-31,GL,37,10,Washington,4716 Main St,20018,DC,001,US,3020,1158.48,1158.48,3020,1861.52,1861.52,Yes,3020,1190,664,0,3020,269,132.88,132.88,41,65,65,876,4,0,4,0,0,0,4,         ,2,,
310001055,GRAHAM,ONE,NMN,02,310001055,GS28,Office of GSA IT,98655,553100079,E,13,2021-02-24,2021-02-13,202104,2021-01-31,GM,47,00,Burlington,3229 Main St,53105,WI,001,US,3781,1453.16,1453.16,3781,2328.44,2328.44,Yes,3781,1190,633,0,3781.6,269,30.25,30.25,41,151.27,151.27,876,4,0,4,0,0,0,8,         ,1,,1
310001056,GRAHAM,TWO,NMN,02,310001056,GS28,Office of GSA IT,145832,320120003,E,15,2021-02-24,2021-02-13,202104,2021-01-31,GM,69,00,Las Vegas,4148 Main St,89147,NV,001,US,5590,1604.83,1604.83,5590,3985.57,3985.57,Yes,5590,1190,791,0,5590.4,269,44,44,41,223.62,223.62,876,4,0,4,0,0,0,8,         ,2,,2
310001057,GRAHAM,THREE,NMN,02,310001057,GS28,Office of GSA IT,115563,510468550,E,14,2021-02-24,2021-02-13,202104,2021-01-31,GM,55,00,Vienna,1031 Main Street,22182,VA,001,US,4429,1715.33,1715.33,4429,2714.27,2714.27,Yes,4429,1190,590,0,4429.6,269,35,35,41,50,50,876,4,0,4,0,0,0,8,         ,,,
310001058,GRAHAM,FOUR,NMN,02,310001058,GS28,Office of GSA IT,154410,320120003,E,15,2021-02-24,2021-02-13,202104,2021-01-31,GM,73,00,Oregon City,2556 Main St,97045,OR,001,US,5919,1714.78,1714.78,5919,4204.42,4204.42,No,5919,1190,837,0,5919.2,269,47.35,47.35,41,90,90,876,4,0,4,0,0,0,8,         ,,,
310001059,GRAHAM,FIVE,NMN,02,310001059,GS28,Office of GSA IT,108203,553100079,E,13,2021-02-24,2021-02-13,202104,2021-01-31,GM,51,00,North Bethesda,3028 Main St,20852,MD,001,US,4148,1709.27,1709.27,4148,2438.73,2438.73,Yes,4148,1190,695,0,4148,269,33.18,33.18,41,30,30,876,4,0,4,0,0,0,8,         ,2,,2
310001060,SLADE,ONE,NMN,02,310001060,GS28,Office of GSA IT,135000,425010041,E,16,2021-02-24,2021-02-13,202104,2021-01-31,SL,64,00,Springfield,2323 Main St,22150,VA,001,US,5175,1900.8,1900.8,5175,3274.4,3274.4,Yes,5175,1149,5175.2,80,5175.2,269,160,160,41,50,50,876,4,0,4,0,0,0,8,         ,1,,
310001061,SLADE,TWO,NMN,02,310001061,GS28,Office of GSA IT,145000,425010041,E,16,2021-02-24,2021-02-13,202104,2021-01-31,SL,69,00,Mechanicsburg,1038 Main St,17050,PA,001,US,5558,2407.17,2407.17,5558,3151.23,3151.23,Yes,5558,1149,5558.4,80,5558.4,269,244.57,244.57,41,60,60,876,4,0,4,0,0,0,8,         ,,,
310001062,SLADE,THREE,NMN,02,310001062,GS28,Office of GSA IT,140000,274760053,E,17,2021-02-24,2021-02-13,202104,2021-01-31,SL,67,00,Jonesboro,3684 Main St,72401,AR,001,US,5366,2194.55,2194.55,5366,3171.85,3171.85,Yes,5366,1149,5366.4,80,5366.4,269,42,42,41,100,100,876,4,0,4,0,0,0,8,         ,,,
310001063,SLADE,FOUR,NMN,02,310001063,GS28,Office of GSA IT,150000,512305059,E,00,2021-02-24,2021-02-13,202104,2021-01-31,SL,71,00,Minneapolis,4602 Main St,55407,MN,001,US,5749,1921.88,1921.88,5749,3827.72,3827.72,Yes,5749,1149,5749.6,80,5749.6,269,46,46,41,50,50,876,4,0,4,0,0,0,8,         ,,,
310001064,SLADE,FIVE,NMN,02,310001064,GS28,Office of GSA IT,180000,512305059,E,00,2021-02-24,2021-02-13,202104,2021-01-31,SL,86,00,Rockville,2411 Main St,20850,MD,001,US,6900,3053.22,3053.22,6900,3846.78,3846.78,Yes,6900,1149,6900,80,6900,269,213,213,41,100,100,876,4,0,4,0,0,0,8,         ,,,
